10000 30000
4426 7779 108
7457 9417 266
1811 3261 171
6196 5744 715
3076 3362 908
1610 1226 667
9293 9515 558
1197 4474 297
6072 7882 588
9961 9732 354
2180 2376 540
77 9774 610
271 9192 791
3963 7996 269
7845 6389 172
2401 1466 73
4411 6027 144
8552 1745 459
818 4127 705
3767 6724 388
8722 7759 779
169 8842 830
5517 9179 197
4166 4277 786
6161 1478 917
2738 1885 338
8868 7440 686
2318 1211 783
744 5690 773
9017 703 542
9786 1331 952
8827 5038 228
4357 3517 859
2093 9224 297
4596 7917 567
3912 4183 39
9200 952 566
2292 7543 650
107 9857 904
4890 9104 584
8247 2281 564
9106 2084 113
543 1266 63
1411 5490 972
5176 3075 968
4193 4849 556
7771 7731 390
7199 4263 230
8056 3242 205
4135 6281 771
1075 1561 841
6030 5879 296
9075 9620 427
3759 226 940
8005 150 629
9785 6746 564
1399 480 550
7974 3035 146
8760 6891 25
8506 4179 379
6342 2313 266
3884 867 997
244 5872 351
4096 8783 246
1624 179 296
6766 8117 505
8748 7036 622
3248 4376 424
6543 5068 945
4413 2802 965
2240 5796 380
1407 2902 488
2483 872 627
7671 9649 223
2978 7299 728
6718 1610 70
5633 2086 469
1652 2850 421
3435 2790 119
3063 6752 396
3423 2236 46
8607 2636 844
1463 4585 189
4215 3063 374
737 9067 473
1772 2891 494
9 1592 455
1128 7239 905
4238 707 483
3722 9099 758
1853 3260 309
5545 4824 328
232 6014 716
5189 4099 364
7034 282 462
6761 7022 196
1814 6816 563
8331 7316 866
9475 8731 2
5544 9749 343
3464 4971 772
1016 2986 196
8237 7058 55
8323 4084 773
1873 8790 613
3263 8084 252
7389 1218 762
3929 794 369
9644 409 77
4577 5642 116
5706 5553 236
5359 7597 367
338 9487 539
7496 9384 546
3069 9120 56
6144 5562 258
270 9022 198
8961 9771 617
1201 6424 852
8607 6325 153
4729 9249 599
2030 1255 66
2296 1030 274
1235 6250 605
2755 2637 376
9971 6194 765
4207 1595 847
3695 551 27
6686 4563 470
6187 5571 205
2494 4904 431
4319 4026 261
9117 205 723
6697 7689 936
5494 521 373
8741 2734 599
5173 5899 146
5754 9987 397
5231 4981 389
7176 2562 506
9944 12 547
5762 5561 562
8927 6312 604
5682 5164 116
8687 5156 97
53 2661 577
2889 6335 562
4787 1539 958
3055 6299 589
4798 3088 980
2617 3624 819
9454 8447 899
3429 3014 65
5 3083 397
2352 3114 442
5971 2200 128
4224 8060 438
8012 23 363
8067 785 663
8116 9164 357
9019 7326 519
657 6562 642
603 130 581
1762 5597 898
2409 7849 852
1331 6621 963
1633 1142 233
6439 7883 919
4069 5979 626
981 5615 637
8745 410 54
8772 7307 436
1067 9042 200
2914 130 772
6974 7001 558
3448 1243 811
8979 4842 386
5150 4382 131
98 5786 169
3937 2932 757
8398 1968 671
8620 4519 656
9657 6198 775
2807 4747 333
6147 8128 603
1326 7429 779
4170 2200 825
7168 5809 936
9636 23 292
5607 3449 169
1608 5218 841
7177 1868 922
3979 3333 475
3925 7406 748
6769 6437 927
3660 3585 835
6117 1757 776
9304 4284 126
5567 3735 152
136 1879 55
3358 2292 668
9451 6257 410
2579 8139 447
8282 9174 284
2470 3827 664
1060 5685 780
9389 1278 467
1439 3378 435
6485 6046 901
8911 1665 373
3944 1802 703
4278 6920 515
2510 4666 777
806 4611 771
5549 3569 813
7932 240 175
7687 3028 727
4730 4037 745
3694 9878 568
300 6587 756
7550 6980 54
2599 9600 827
1878 2072 534
1159 5584 585
9062 3629 701
6985 68 529
7116 3509 719
5977 5806 491
2678 1868 390
3358 9640 47
6336 4014 94
226 5127 331
1310 6560 418
7033 8790 186
3525 4321 321
8518 6929 901
7875 5998 361
958 8162 394
9345 5394 133
8177 7469 185
7338 9737 954
2464 5775 437
3186 8325 259
7956 8536 5
4605 4767 648
1736 8437 880
9337 20 394
3439 6620 253
6534 2150 852
6942 9293 714
1816 7981 379
7032 985 957
7096 5223 37
9720 2103 311
8304 2204 945
2113 6934 347
7209 1203 484
7921 7752 791
2803 7462 607
3654 1939 112
294 7327 324
7684 7956 474
1636 9304 60
5506 7262 862
986 7770 456
2962 7072 856
6110 4042 355
3383 5857 764
5496 7503 86
9756 817 71
5369 3588 417
9803 5224 986
9724 3397 671
8904 5927 520
2594 8241 880
7019 1189 68
1766 664 828
2177 3877 160
3952 1986 218
9418 2752 630
518 5934 699
5331 2382 552
9955 8688 756
8230 3651 597
8408 7879 880
3924 5808 344
2049 4793 916
2573 1267 901
5787 6896 418
3044 9166 648
9197 6813 38
5721 3095 702
5399 9451 749
7482 9274 497
6317 3152 390
8249 7407 493
2077 733 86
7152 6108 13
1229 5156 697
4352 50 793
2025 7772 374
508 9698 175
267 4400 694
1921 1997 921
8059 6155 710
9877 7488 338
8521 1677 532
1181 7868 751
4296 4093 426
2873 4585 144
368 2600 900
4660 4578 737
1887 3544 480
5922 1114 109
4559 1024 624
6323 4799 385
125 7169 748
9428 8907 491
6516 3838 955
8196 4907 623
7 1760 424
5533 6229 351
3351 5879 507
5798 909 720
7099 6289 769
9954 9790 453
7307 2419 242
250 2145 917
8108 6832 645
4407 4420 304
8279 1732 306
1714 3822 636
5119 9718 202
4219 3096 892
1419 5172 678
9007 6668 240
4230 6849 683
650 4654 907
8729 5514 245
1938 2409 760
1565 1355 236
778 9642 554
7804 7239 96
7006 4185 335
4242 2069 891
5934 6522 18
4973 7289 861
6896 5454 211
2715 4187 336
6525 4012 265
6076 7301 353
1179 8483 231
3020 1083 818
9921 1315 804
6923 6587 380
859 3622 492
2650 5790 112
8161 7362 856
8170 3696 761
8457 1473 918
1846 2902 926
9260 6675 219
3591 8068 519
8446 6084 718
7526 9205 910
462 8683 139
8053 4697 360
4397 3874 501
8677 3081 571
4861 9900 455
2302 3971 369
9484 4756 556
7990 8210 808
727 4529 41
5787 5667 837
1761 4329 811
9209 4581 632
3268 1652 829
439 9194 21
7200 8981 421
7969 8275 498
6380 539 169
9998 3762 241
2534 6470 732
2015 4028 415
7607 732 108
1587 4529 602
3439 1520 33
1045 2261 996
7168 3896 822
6511 2474 810
4218 6316 370
313 8631 735
8718 8864 209
6384 8628 301
2784 4897 163
7730 4893 984
9507 4530 100
5094 9597 860
6473 9321 969
3486 8378 988
4054 2049 619
5264 9596 138
4864 3157 804
8696 2523 34
2949 6167 414
3334 4103 349
7498 816 772
9158 1256 990
8992 5140 741
7579 1177 90
7404 6171 137
9004 1737 671
5171 1956 408
3998 367 797
855 7107 108
2483 4901 472
4736 8473 200
9360 7584 568
3723 4414 860
6080 3856 263
1489 7523 959
6021 4752 309
1055 4039 106
4327 5826 752
7244 8761 722
3682 7366 571
6146 405 606
2636 7 458
630 1281 950
3978 9449 84
805 1284 739
9039 6207 99
4142 8149 889
5602 3681 871
5178 7211 771
8708 2582 0
6907 4859 820
6583 1603 726
4020 2884 717
1688 3665 126
8489 4705 531
552 1411 226
7529 5097 451
7514 8004 276
2056 9722 961
2053 6159 675
9679 3994 384
2361 5174 377
7601 8648 374
4246 1951 875
9587 8263 216
3430 3355 215
1480 5793 4
7264 49 9
9018 7732 873
4562 3171 633
2347 7006 5
2768 788 446
8107 8661 457
9201 1766 603
8575 4120 348
7614 1251 601
3787 9267 993
4435 3397 134
7942 6221 487
850 5239 496
3691 7308 100
4601 1688 379
8655 4094 373
487 2976 10
2098 9729 527
5074 2544 107
1048 7110 577
5698 181 938
4567 9953 903
4550 9505 305
9181 1871 31
9981 7332 376
3187 4067 12
3390 4638 593
7252 3984 722
1839 2031 912
1798 2412 769
8588 5174 748
3757 1184 147
8772 8626 288
4472 3569 412
9690 2328 894
7221 2601 588
133 6544 716
9336 550 870
6709 2409 267
4789 40 358
7209 4412 390
2124 416 934
4169 5321 160
1727 3514 148
8661 4422 968
8603 531 737
7344 290 218
1279 1818 624
6074 7022 759
1262 402 85
2534 9706 885
5268 7456 385
2091 1504 10
8178 4690 328
2398 2555 305
1666 213 85
4820 6900 320
8563 6129 57
9702 599 907
4522 6862 882
245 9962 274
6012 8108 407
2177 9433 466
5839 536 151
8455 4417 739
7871 6546 951
9555 8286 597
2615 553 447
3073 6254 953
6723 2222 872
8395 5766 786
3807 5479 395
4191 5923 778
1970 615 600
7719 3705 276
1609 2608 14
1900 5676 169
3679 5507 248
5402 4988 931
1959 6413 662
2579 5023 892
7220 645 283
1798 7223 306
8937 1467 368
3170 7333 199
359 4891 413
9664 3436 68
4774 6032 662
6461 2571 907
1933 7440 971
1376 890 986
5189 3983 276
6074 9639 82
5351 2644 180
2001 3328 346
6087 9778 319
5363 5224 465
7679 8003 654
854 3331 23
3778 7395 587
2521 2654 78
6403 4770 66
3589 854 107
6446 9068 583
4544 7816 724
7272 7013 551
6686 5487 34
8800 8007 628
4575 7592 846
2888 477 573
1456 1478 304
8613 3128 112
1341 8693 711
1241 4684 320
1697 9603 927
1297 7302 179
523 8139 879
4554 4811 934
7942 6614 380
8349 5913 511
6575 1690 67
7618 5215 106
3259 4618 590
5355 77 980
2411 7422 340
5714 1779 10
2056 5298 660
606 6557 834
8829 8268 638
5600 7458 454
4419 4137 184
8729 2888 164
9960 5864 469
8071 4973 752
1482 4269 880
2561 4449 868
2943 6278 400
8434 2318 520
3785 4662 638
674 4318 789
6015 9368 902
1605 6551 410
1486 3962 142
5958 5153 51
1305 7494 808
1405 4333 207
3475 2110 461
5681 3083 316
4806 4138 544
3786 249 253
8751 7953 711
4987 4325 564
5496 1443 870
7544 9395 426
7506 5533 28
7079 4227 531
9460 2060 905
164 3846 733
2668 6386 433
3939 3301 787
3830 372 148
6208 7237 43
8628 5155 794
4085 2120 37
5116 9156 233
3534 2775 207
3157 1704 869
4086 2990 528
7088 2315 575
8874 4729 132
8388 9516 330
1438 3544 84
1674 9276 274
5446 8536 793
9773 2597 845
4165 1441 208
4161 7650 809
5987 3599 647
4522 7134 948
5489 63 909
295 7418 405
7288 648 176
3424 2307 324
3591 2328 685
6559 5178 551
9518 9168 953
2575 9450 604
4862 6354 135
8654 1512 562
7779 120 911
4172 5240 163
412 5464 993
6203 2322 888
6829 5150 177
9083 6099 390
9868 2037 917
4514 477 335
3435 4627 346
9500 1610 155
4647 7662 721
2434 3741 817
718 8527 296
7694 1219 852
2651 4463 479
4033 6446 417
2768 6855 296
1361 5608 598
1742 7999 897
5166 1257 365
287 7890 847
9858 6694 427
4482 6403 445
4865 7968 142
4526 5685 286
7930 8452 21
6089 213 386
5731 7125 797
3293 5875 633
8900 8033 614
4160 8622 901
9096 9868 526
7675 7435 366
9870 2263 583
2903 4137 665
2090 800 686
5396 9241 460
6219 645 317
3166 7596 59
9723 8031 245
6600 3271 844
2026 6628 595
6206 1125 73
9982 9731 296
9708 9701 13
3348 8699 835
4506 8968 406
4972 3013 661
8675 4464 211
2104 3575 872
1206 6483 728
199 5603 340
3466 8759 310
3996 9100 78
7880 9270 578
7669 9999 112
331 1788 639
6443 2640 857
2993 7523 493
2524 3417 271
6151 2069 336
9511 3645 855
4487 5507 134
5192 1019 576
408 5807 186
4903 9731 395
8699 2572 433
4546 9728 102
3012 2885 994
7196 3956 699
3652 6069 471
3278 124 589
6122 534 383
4538 7858 675
6836 1567 677
9034 3979 210
7951 3714 979
8913 5455 160
6466 8362 118
5018 8833 790
444 6695 537
1878 7168 484
3107 7008 223
776 7443 994
7782 7495 716
1361 1657 275
1374 2272 494
9899 8084 36
4542 2223 59
8051 4909 186
1045 7870 200
6475 8390 34
878 996 129
1153 9118 329
6709 2035 304
6632 6285 118
1556 5048 512
4549 5300 838
5575 6660 202
151 6483 209
3209 8957 821
1551 2169 635
6186 7775 997
5639 8211 973
939 5893 818
2648 2703 876
2115 3730 326
9288 574 466
312 3300 683
8028 4788 432
2488 7839 504
7051 1570 217
9400 8777 245
497 9765 384
1158 8421 189
6467 2569 184
6978 1634 434
5087 8081 211
2583 1969 353
9779 7440 304
2773 6671 340
3902 6970 192
8587 3371 903
5057 3462 252
8738 4669 233
4791 6654 104
7052 3636 391
7788 3524 838
6334 6933 947
1356 5821 854
1387 6421 538
6839 6785 597
9080 2666 883
9948 7690 81
1521 5347 87
4652 5574 243
2564 3583 234
1427 7502 280
9182 9485 218
3734 4897 818
3469 2069 533
3974 7157 979
4222 976 535
2313 1572 242
2933 9594 640
7028 9030 570
5480 656 231
9105 494 687
5809 9790 329
5894 9345 192
6357 7786 840
1506 8889 430
8423 762 335
6770 5224 899
3112 4844 660
4267 7483 713
5530 3855 36
6647 5093 777
7215 9060 255
6514 7452 10
9855 3676 880
8762 238 469
1970 7160 335
211 6073 331
1343 7046 103
1948 4158 742
4399 6365 225
3450 8429 902
3199 5030 529
1314 6826 487
3936 5666 944
4933 2271 153
7052 5940 972
1088 2165 77
7658 674 142
3692 6216 709
6702 4057 628
7910 6104 76
9684 5712 416
2233 1402 638
9340 1248 809
337 2798 905
5369 627 480
9377 1279 336
8657 152 291
4980 8728 682
7592 2630 103
1320 1564 371
2172 1074 928
9086 316 13
2883 2745 393
3036 3697 952
3203 460 261
6329 6625 473
1016 1008 907
4306 2603 871
3084 3699 853
9143 4359 727
2021 738 908
2412 8095 25
317 7065 121
3759 6088 728
9377 7854 354
6982 9962 87
937 255 744
9470 9824 602
7738 362 716
7204 7608 520
4810 7409 237
807 5471 316
4101 943 44
9907 8112 903
2797 4560 914
743 8272 802
9467 8423 440
9066 7943 862
4802 2960 739
5859 4340 384
1689 5705 842
3834 1191 988
2448 3372 364
3481 2489 715
6531 9479 902
5502 308 578
5105 9848 702
8079 7343 790
8782 5991 777
749 9243 735
8410 4686 866
331 5170 338
3891 9669 112
5624 525 887
2084 5361 474
8669 3983 598
998 729 10
2190 7485 923
4920 4887 203
6586 7861 462
5636 8636 767
8982 7884 464
8 626 75
1807 5273 149
6129 2272 362
6598 205 90
7703 869 694
9655 4491 582
7154 4216 860
9099 1068 861
1021 2252 900
3169 8151 827
953 7926 462
1172 4338 185
3663 7263 742
5363 4348 631
6332 5838 127
357 9013 936
9259 3423 21
8459 6839 962
6274 6947 290
5238 6494 611
4366 7629 916
9918 1273 845
2027 4390 34
8686 4844 523
4574 9978 782
3198 931 687
4965 1000 880
893 1839 940
8611 9277 40
7674 3661 566
4933 1568 906
9185 2686 186
3924 3476 823
886 3728 790
1197 9662 183
3354 3811 202
1819 9335 977
4166 7047 82
9111 7227 277
6621 9420 755
4158 1811 914
3622 4226 362
867 4813 523
4088 3846 869
677 5137 504
6055 6690 989
2077 3512 324
8045 8371 645
7629 2708 249
5736 2909 230
2040 3799 327
317 2305 72
3220 9067 200
4981 9959 858
6474 4646 703
4177 6479 24
8266 1192 671
6973 57 234
8515 5616 69
5825 7696 477
6711 6743 626
7936 5139 45
4925 6165 592
5059 7591 206
3163 8154 878
9404 3621 984
4822 9917 276
6997 4411 450
4301 9918 295
2219 993 443
3164 5411 303
8951 9479 712
8396 9688 303
8320 9706 34
5189 12 854
8067 1844 221
6250 992 335
6116 1890 497
1728 5608 963
876 2721 362
6657 7627 146
1977 9597 336
4968 8554 54
1724 1403 404
3268 2224 943
2726 1785 35
6081 7745 19
9624 2965 567
8544 3445 705
9977 8760 188
3270 9648 549
9905 676 41
7917 6063 911
9253 5790 966
2406 9647 481
7736 1590 868
5136 2445 311
2062 5534 489
4720 8970 294
7143 6694 856
8105 7490 927
3988 8606 300
7878 9990 711
5813 5922 939
7430 6015 482
5666 9406 973
943 1240 752
4066 9036 681
756 3504 183
1182 2296 345
8910 2204 521
2875 700 312
7777 938 875
2712 3489 196
9682 7989 442
608 5702 686
2553 4661 600
7109 5094 926
9907 1995 67
7074 2128 441
9869 4369 62
9150 4893 472
3076 974 979
5288 7414 357
4710 8194 515
3814 1564 110
175 4475 301
2795 7478 348
7314 5952 153
4743 3552 629
5707 8980 50
7759 943 678
2634 7282 158
5782 5529 67
2783 7514 743
6545 6506 141
5658 4217 220
6089 9087 385
5128 8566 689
6389 9411 123
2064 6630 6
370 9971 941
7788 1457 649
3312 9543 131
3881 588 800
6212 7146 988
8919 8924 676
4642 3862 316
2904 8301 560
5613 7714 291
1138 3869 787
2392 5541 898
3525 9659 454
7905 7696 817
8358 8426 225
8077 8155 562
9863 4082 818
5162 9963 601
2132 8558 258
2155 9641 157
9186 1598 153
67 4658 648
1016 8531 917
707 3595 353
7151 1653 365
5335 7652 934
2862 6595 99
898 8480 579
9088 6331 753
7682 611 758
2346 3289 764
5707 2738 363
811 1593 510
8925 4534 718
2697 6159 335
4371 4004 476
181 5669 929
8763 3827 436
2155 1957 758
960 9362 912
2282 9235 861
5351 5202 294
2427 7714 535
5219 4848 68
7018 9741 732
629 8962 410
4598 3879 977
224 429 470
6554 7925 956
9412 6758 763
2341 1002 493
269 1143 316
4055 982 796
8663 6902 779
1916 8293 459
2056 2167 435
3866 1265 408
4780 5309 781
659 8361 959
1323 7669 630
9162 1754 92
7246 8223 382
7536 9329 790
1313 5201 406
2970 9854 839
5184 713 887
2111 3862 480
2724 4606 879
730 953 200
7139 3783 342
7998 3172 393
4716 524 479
1299 9503 685
6296 9069 384
4446 741 600
411 2939 306
8915 1226 139
2305 8331 889
1338 7159 300
8324 9097 699
6942 620 624
7071 1896 705
1135 8562 780
2194 2357 529
7351 7701 646
9208 8431 895
7979 9687 565
112 2496 597
4540 1357 411
6925 6668 410
7099 9524 999
7384 2162 32
4615 9809 605
9490 611 612
701 6147 307
6481 9909 564
4353 4025 556
4409 1945 192
7217 996 324
7968 2520 85
4254 1181 149
3883 7461 39
3447 4690 483
8193 4475 625
732 7578 328
7453 4642 98
2324 3576 211
5033 9377 54
4681 3195 495
9742 6879 673
9789 9595 273
6968 3051 709
7037 6181 381
1041 9460 811
1326 9036 360
900 695 998
1768 4427 598
7944 3510 815
6744 7512 349
9881 2630 333
5856 6385 429
8059 6918 879
9375 1497 6
6047 7913 93
8509 3015 203
6132 3799 382
39 2650 762
691 5422 10
9453 6564 817
5664 1458 110
5287 8502 693
6321 8848 376
5251 9042 939
3166 328 378
5036 7338 165
3393 6483 478
7658 7623 407
6050 9340 422
7384 4528 748
4049 1411 343
649 3037 553
7559 304 656
286 6779 991
1483 2450 522
1186 4362 316
4106 8361 459
6651 9237 579
6249 1040 637
1820 6889 161
9788 5095 249
7663 7866 585
8 3779 571
885 7875 81
2079 693 22
3496 1280 767
9481 5750 231
8332 1206 585
2969 2312 817
7978 5748 517
8998 9842 796
7551 573 579
6741 4815 733
3338 9192 507
8310 891 699
4311 7211 816
3353 8725 605
3550 8984 595
9800 1920 526
983 7859 818
1786 3376 13
8289 4585 430
177 1404 186
4391 8915 211
5445 9270 172
8487 1595 800
1272 5249 110
5017 7488 953
9172 6150 38
5582 4885 741
4676 9169 716
4136 9870 497
144 6633 676
4940 9948 541
367 7904 478
3783 7093 880
1982 3400 463
3413 6486 193
6552 8134 919
4774 3800 97
3926 6856 17
9149 3343 393
4838 9631 413
472 7214 960
8244 1541 845
834 1557 450
3771 3143 84
8036 5693 145
2417 9627 877
5087 2855 721
4506 8042 438
1371 986 817
8091 863 423
1470 1447 232
8295 5604 930
4894 7509 336
5251 5821 558
6266 6502 755
2864 5834 120
8706 5312 259
2685 1672 988
9905 497 167
201 4976 247
3560 8127 315
6166 4071 568
2656 448 465
2214 3913 108
4219 4797 637
427 1258 212
4957 8035 126
9442 4367 834
5995 3605 291
4480 7010 697
4174 3146 910
7032 3981 720
1063 6288 26
7432 9945 994
9510 4052 59
3692 5025 684
1085 9962 339
2039 8446 316
1028 1261 190
9536 9201 193
3485 2698 57
1897 703 940
2297 9555 418
5923 6448 6
3931 2802 668
6801 539 928
3989 3628 963
2019 4183 542
767 2856 242
7074 915 892
1741 6864 827
7952 5318 884
6130 4478 344
7675 666 13
6686 5948 359
5483 7423 904
2667 3718 49
639 7171 952
5924 1504 16
4961 2864 909
2586 6673 724
4733 5183 720
9956 8150 183
4934 8660 845
1061 3493 502
887 7261 244
5306 6720 26
9611 3081 424
4768 2556 316
1872 9452 276
1895 9805 986
8820 3881 783
4421 7341 525
3980 7838 128
3963 1763 498
7641 9807 498
862 7219 890
7275 6034 885
4898 2010 371
104 4476 963
8045 3820 333
8946 61 949
5945 6590 342
7051 815 802
3938 8682 612
9116 3018 341
2110 4008 94
3302 1732 286
1784 7531 728
3924 6322 472
2065 5295 881
195 8648 616
2032 7432 33
6193 6464 923
2991 7026 833
3249 9146 235
6251 256 71
7983 1507 515
5294 6039 455
7736 1162 479
8563 9880 279
3300 9377 409
1694 6358 720
47 8895 836
5644 1836 33
4057 8827 117
7636 6991 484
4283 171 549
176 1101 691
3570 4616 823
6395 4280 253
2592 9659 988
9911 3783 464
2999 2232 860
8201 3492 51
7938 6328 926
6034 8945 487
3614 6868 385
3658 1194 245
2519 3357 835
7179 6638 483
1057 9755 22
5360 7121 941
7190 2567 957
4060 8204 317
2585 9446 110
91 6828 781
1729 3808 813
7922 8584 332
9847 2234 392
2880 1797 959
8289 2852 762
5077 387 705
3311 1619 364
6755 9511 167
1735 8079 928
1447 3755 626
1528 7191 383
632 2294 668
9000 6534 775
9961 4120 41
6504 2331 762
1648 8760 297
5717 4960 447
8497 8138 215
3472 8170 186
8720 3736 371
4399 2123 102
2797 8477 310
6596 8571 58
3239 6458 68
3207 3603 820
613 1597 7
3224 4713 34
6797 2085 276
9948 3995 153
9549 8873 256
7434 230 159
8501 9479 236
9881 2176 499
3225 9008 648
8167 4026 938
5642 5705 110
4942 9589 403
9752 9253 929
6976 3918 321
2965 2864 322
4021 2824 456
2172 5251 319
1508 2201 575
6311 6413 678
2309 8462 621
8700 6763 914
9677 2639 504
7216 3607 877
2112 6553 172
1814 5820 564
4023 8744 613
9148 4872 184
1792 3827 922
8010 1685 11
7681 8110 913
7098 8942 702
388 2328 756
2838 9338 65
8367 5921 222
9149 4272 812
6376 2690 110
8083 9865 117
1507 309 929
1850 3364 384
1283 9721 21
4283 3126 544
1416 9235 165
4361 9692 38
1391 5836 209
3320 3550 281
2966 6683 289
6963 5568 977
8654 6627 795
9606 9222 185
2850 8875 868
7367 2732 589
1423 7920 521
3098 2656 605
479 1581 284
5918 857 297
7129 7821 937
7742 4690 611
3529 1809 571
3325 7979 798
7744 6816 90
7572 8303 413
6212 9955 462
5785 6796 394
2974 8771 316
5190 8707 589
7618 2598 821
7359 4111 103
4213 2518 873
9179 8618 786
6724 5681 538
113 2825 487
2462 5693 979
1168 904 458
7395 9192 87
272 9384 332
3833 7901 309
7056 7371 201
8188 7804 966
5771 9879 70
1613 9629 559
3746 9601 138
3686 2065 725
7098 8497 782
1991 1508 455
3668 8517 309
4244 6711 695
9725 4043 634
7092 4059 240
6085 4740 210
2214 4915 196
3760 4176 395
1971 6097 1
3436 3464 124
6010 4853 132
7103 7049 582
8187 3357 62
3275 4364 819
7000 785 53
9579 5728 760
6266 8122 517
3149 4822 768
5968 7460 189
4799 3773 411
9779 1036 34
6396 9115 873
115 2432 836
4332 5641 996
2391 823 528
306 3441 534
2723 8949 344
4021 4242 871
8835 8081 477
3169 7482 270
2047 2474 567
8493 2577 176
8510 9435 925
6799 2817 128
5549 9471 635
557 8104 709
3667 1825 610
9928 4307 300
3048 9275 242
5943 6591 872
4193 8119 553
9461 6917 602
8089 5964 817
5165 1061 321
4699 1805 737
1051 4624 414
8775 1112 503
